"Country","Year","Value","Destination"
"IND",1986,658.15,"ppp ph17"
"IDN",1986,1137.5,"ppp ph17"
"IRN",1986,4085.53,"ppp ph17"
"IRQ",1986,NA,"ppp ph17"
"IRL",1986,9108.47,"ppp ph17"
"ISR",1986,10470.17,"ppp ph17"
"ITA",1986,13256.01,"ppp ph17"
"JAM",1986,4384.17,"ppp ph17"
"JPN",1986,13713.08,"ppp ph17"
"JOR",1986,2707.74,"ppp ph17"
"KAZ",1986,NA,"ppp ph17"
"KIR",1986,3043.67,"ppp ph17"
"KOR",1986,4853.44,"ppp ph17"
"UVK",1986,NA,"ppp ph17"
"KWT",1986,21424.72,"ppp ph17"
"KGZ",1986,NA,"ppp ph17"
"LAO",1986,588.27,"ppp ph17"
"LVA",1986,NA,"ppp ph17"
"LBN",1986,8453.45,"ppp ph17"
"LSO",1986,547.81,"ppp ph17"
"LBR",1986,NA,"ppp ph17"
"LBY",1986,9047.97,"ppp ph17"
"LTU",1986,NA,"ppp ph17"
"MDV",1986,1603.23,"ppp ph17"
"NGA",1986,853.28,"ppp ph17"
"ROU",1986,5563.61,"ppp ph17"
"LUX",1986,21862.2,"ppp ph17"
"MKD",1986,NA,"ppp ph17"
"MDG",1986,613.94,"ppp ph17"
"MWI",1986,375.5,"ppp ph17"
"MYS",1986,3412.9,"ppp ph17"
"MLI",1986,403.15,"ppp ph17"
"MLT",1986,NA,"ppp ph17"
"MHL",1986,NA,"ppp ph17"
"MRT",1986,NA,"ppp ph17"
"MUS",1986,2813.47,"ppp ph17"
"MEX",1986,6143.41,"ppp ph17"
"FSM",1986,NA,"ppp ph17"
"MDA",1986,NA,"ppp ph17"
"MNG",1986,NA,"ppp ph17"
"MNE",1986,NA,"ppp ph17"
"MAR",1986,1665.75,"ppp ph17"
"MOZ",1986,174.32,"ppp ph17"
"MMR",1986,NA,"ppp ph17"
"NAM",1986,NA,"ppp ph17"
"NPL",1986,404.85,"ppp ph17"
"NLD",1986,14811.49,"ppp ph17"
"NZL",1986,11988.11,"ppp ph17"
"NIC",1986,NA,"ppp ph17"
"NER",1986,456.74,"ppp ph17"
"NOR",1986,19887.14,"ppp ph17"
"OMN",1986,8343.55,"ppp ph17"
"PAK",1986,920.46,"ppp ph17"
"PAN",1986,3898.76,"ppp ph17"
"PNG",1986,1141.53,"ppp ph17"
"PRY",1986,2726.31,"ppp ph17"
"PER",1986,3840.48,"ppp ph17"
"PHL",1986,1471.09,"ppp ph17"
"POL",1986,5088.05,"ppp ph17"
"PRT",1986,7521.31,"ppp ph17"
"QAT",1986,40049.88,"ppp ph17"
"RUS",1986,NA,"ppp ph17"
"SEN",1986,974.01,"ppp ph17"
"SDN",1986,300.37,"ppp ph17"
"RWA",1986,524.91,"ppp ph17"
"WSM",1986,NA,"ppp ph17"
"SMR",1986,NA,"ppp ph17"
"STP",1986,928.27,"ppp ph17"
"SAU",1986,12786.98,"ppp ph17"
"SRB",1986,NA,"ppp ph17"
"SYC",1986,6072.01,"ppp ph17"
"SLE",1986,930.21,"ppp ph17"
"SGP",1986,11471.63,"ppp ph17"
"SVK",1986,NA,"ppp ph17"
"SVN",1986,NA,"ppp ph17"
"SLB",1986,1510.01,"ppp ph17"
"ZAF",1986,4781.6,"ppp ph17"
"SSD",1986,NA,"ppp ph17"
"ESP",1986,10283.51,"ppp ph17"
"LKA",1986,1194.24,"ppp ph17"
"KNA",1986,5031.32,"ppp ph17"
"LCA",1986,4086.29,"ppp ph17"
"VCT",1986,2822.15,"ppp ph17"
"SUR",1986,NA,"ppp ph17"
"SWZ",1986,1744.99,"ppp ph17"
"SWE",1986,14491.89,"ppp ph17"
"CHE",1986,19902.99,"ppp ph17"
"SYR",1986,1868.24,"ppp ph17"
"TWN",1986,6525.55,"ppp ph17"
"TJK",1986,NA,"ppp ph17"
"TZA",1986,480.77,"ppp ph17"
"THA",1986,1735.4,"ppp ph17"
"TLS",1986,NA,"ppp ph17"
"TGO",1986,663.67,"ppp ph17"
"TON",1986,3355.28,"ppp ph17"
"TTO",1986,NA,"ppp ph17"
"TUN",1986,2574.57,"ppp ph17"
"TUR",1986,4106.11,"ppp ph17"
"TKM",1986,NA,"ppp ph17"
"TUV",1986,NA,"ppp ph17"
"UGA",1986,374.22,"ppp ph17"
"UKR",1986,NA,"ppp ph17"
"ARE",1986,24468.41,"ppp ph17"
"GBR",1986,12220.31,"ppp ph17"
"USA",1986,18537.76,"ppp ph17"
"URY",1986,4251.55,"ppp ph17"
"UZB",1986,NA,"ppp ph17"
"VUT",1986,2425.64,"ppp ph17"
"VEN",1986,6682.41,"ppp ph17"
"VNM",1986,509.03,"ppp ph17"
"YEM",1986,NA,"ppp ph17"
"ZMB",1986,925.54,"ppp ph17"
"ZWE",1986,NA,"ppp ph17"
"AFG",1987,NA,"ppp ph17"
"ALB",1987,2516.25,"ppp ph17"
"DZA",1987,3399.1,"ppp ph17"
"DNK",1987,16368.81,"ppp ph17"
"DJI",1987,NA,"ppp ph17"
"DMA",1987,NA,"ppp ph17"
"DOM",1987,2782.52,"ppp ph17"
"ECU",1987,3594.46,"ppp ph17"
"EGY",1987,2206.94,"ppp ph17"
"SLV",1987,2338.4,"ppp ph17"
"GNQ",1987,437.8,"ppp ph17"
"ERI",1987,NA,"ppp ph17"
"EST",1987,NA,"ppp ph17"
"ETH",1987,380.3,"ppp ph17"
"FJI",1987,1741.02,"ppp ph17"
"FIN",1987,13770.52,"ppp ph17"
"KEN",1987,914.73,"ppp ph17"
"FRA",1987,14786.64,"ppp ph17"
"GAB",1987,8476.64,"ppp ph17"
"GMB",1987,1013.71,"ppp ph17"
"GEO",1987,NA,"ppp ph17"
"DEU",1987,14936.21,"ppp ph17"
"GHA",1987,796.75,"ppp ph17"
"GRC",1987,11006.36,"ppp ph17"
"GRD",1987,4159,"ppp ph17"
"GTM",1987,2513.46,"ppp ph17"
"GIN",1987,NA,"ppp ph17"
"GNB",1987,836.98,"ppp ph17"
"GUY",1987,2421.23,"ppp ph17"
"HTI",1987,971.45,"ppp ph17"
"HND",1987,2030.66,"ppp ph17"
"HKG",1987,13847.76,"ppp ph17"
"HUN",1987,8362.7,"ppp ph17"
"ISL",1987,17296.98,"ppp ph17"
"IND",1987,690.24,"ppp ph17"
"IDN",1987,1204.37,"ppp ph17"
"IRN",1987,4013.31,"ppp ph17"
"IRQ",1987,NA,"ppp ph17"
"IRL",1987,9697.93,"ppp ph17"
"ISR",1987,11397.01,"ppp ph17"
"ITA",1987,14077,"ppp ph17"
"JAM",1987,4823.7,"ppp ph17"
"JPN",1987,14619.55,"ppp ph17"
"JOR",1987,2744.46,"ppp ph17"
"KAZ",1987,NA,"ppp ph17"
"KIR",1987,2776.81,"ppp ph17"
"KOR",1987,5551.95,"ppp ph17"
"UVK",1987,NA,"ppp ph17"
"KWT",1987,22586.85,"ppp ph17"
"KGZ",1987,NA,"ppp ph17"
"LAO",1987,582.93,"ppp ph17"
"LVA",1987,NA,"ppp ph17"
"LBN",1987,10042.87,"ppp ph17"
"LSO",1987,539.5,"ppp ph17"
"LBR",1987,NA,"ppp ph17"
"LBY",1987,7615.93,"ppp ph17"
"LTU",1987,NA,"ppp ph17"
"MDV",1987,1750.52,"ppp ph17"
"NGA",1987,761.41,"ppp ph17"
"ROU",1987,5738.21,"ppp ph17"
"LUX",1987,23234.2,"ppp ph17"
"MKD",1987,NA,"ppp ph17"
"MDG",1987,621.39,"ppp ph17"
"MWI",1987,369.34,"ppp ph17"
"MYS",1987,3607.17,"ppp ph17"
"MLI",1987,410.82,"ppp ph17"
"MLT",1987,NA,"ppp ph17"
"MHL",1987,NA,"ppp ph17"
"MRT",1987,NA,"ppp ph17"
"MUS",1987,3184.4,"ppp ph17"
"MEX",1987,6304.66,"ppp ph17"
"FSM",1987,NA,"ppp ph17"
"MDA",1987,NA,"ppp ph17"
"MNG",1987,NA,"ppp ph17"
"MNE",1987,NA,"ppp ph17"
"MAR",1987,1631.8,"ppp ph17"
"MOZ",1987,203.8,"ppp ph17"
"MMR",1987,NA,"ppp ph17"
"NAM",1987,NA,"ppp ph17"
"NPL",1987,414.05,"ppp ph17"
"NLD",1987,15425.01,"ppp ph17"
"NZL",1987,12530.96,"ppp ph17"
"NIC",1987,NA,"ppp ph17"
"NER",1987,455.83,"ppp ph17"
"NOR",1987,20708.23,"ppp ph17"
"OMN",1987,7758.08,"ppp ph17"
"PAK",1987,982.2,"ppp ph17"
"PAN",1987,3857.77,"ppp ph17"
"PNG",1987,1225.12,"ppp ph17"
"PRY",1987,2829.91,"ppp ph17"
"PER",1987,4163.46,"ppp ph17"
"PHL",1987,1540.54,"ppp ph17"
"POL",1987,5329,"ppp ph17"
"PRT",1987,8326.81,"ppp ph17"
"QAT",1987,39897.43,"ppp ph17"
"RUS",1987,NA,"ppp ph17"
"SEN",1987,1031.55,"ppp ph17"
"SDN",1987,320.1,"ppp ph17"
"RWA",1987,520.41,"ppp ph17"
"WSM",1987,NA,"ppp ph17"
"SMR",1987,NA,"ppp ph17"
"STP",1987,901.76,"ppp ph17"
"SAU",1987,12059.79,"ppp ph17"
"SRB",1987,NA,"ppp ph17"
"SYC",1987,6280.47,"ppp ph17"
"SLE",1987,959.05,"ppp ph17"
"SGP",1987,12748.63,"ppp ph17"
"SVK",1987,NA,"ppp ph17"
"SVN",1987,NA,"ppp ph17"
"SLB",1987,1626.6,"ppp ph17"
"ZAF",1987,4913.58,"ppp ph17"
"SSD",1987,NA,"ppp ph17"
"ESP",1987,11160.05,"ppp ph17"
"LKA",1987,1234.46,"ppp ph17"
"KNA",1987,5624.6,"ppp ph17"
"LCA",1987,4205.58,"ppp ph17"
"VCT",1987,3010.68,"ppp ph17"
"SUR",1987,NA,"ppp ph17"
"SWZ",1987,1987.37,"ppp ph17"
"SWE",1987,15359.93,"ppp ph17"
"CHE",1987,20684.19,"ppp ph17"
"SYR",1987,1882.64,"ppp ph17"
"TWN",1987,7350.69,"ppp ph17"
"TJK",1987,NA,"ppp ph17"
"TZA",1987,508.35,"ppp ph17"
"THA",1987,1923.08,"ppp ph17"
"TLS",1987,NA,"ppp ph17"
"TGO",1987,642.87,"ppp ph17"
"TON",1987,3502.21,"ppp ph17"
"TTO",1987,NA,"ppp ph17"
"TUN",1987,2767.64,"ppp ph17"
"TUR",1987,4549.75,"ppp ph17"
"TKM",1987,NA,"ppp ph17"
"TUV",1987,NA,"ppp ph17"
"UGA",1987,386.18,"ppp ph17"
"UKR",1987,NA,"ppp ph17"
"ARE",1987,25453.49,"ppp ph17"
"GBR",1987,13195.42,"ppp ph17"
"USA",1987,19511.17,"ppp ph17"
"URY",1987,4695.63,"ppp ph17"
"UZB",1987,NA,"ppp ph17"
"VUT",1987,2389.43,"ppp ph17"
"VEN",1987,7030.05,"ppp ph17"
"VNM",1987,525.26,"ppp ph17"
"YEM",1987,NA,"ppp ph17"
"ZMB",1987,938.49,"ppp ph17"
"ZWE",1987,NA,"ppp ph17"
"AFG",1988,NA,"ppp ph17"
"ALB",1988,2515.54,"ppp ph17"
"DZA",1988,3348.89,"ppp ph17"
"AGO",1988,2177.91,"ppp ph17"
"ATG",1988,8161.15,"ppp ph17"
"ARG",1988,5902.42,"ppp ph17"
"ARM",1988,NA,"ppp ph17"
"AUS",1988,16018.35,"ppp ph17"
"AUT",1988,16270.15,"ppp ph17"
"AZE",1988,NA,"ppp ph17"
"BHS",1988,16996.11,"ppp ph17"
"BHR",1988,12321.33,"ppp ph17"
"BDI",1988,434.2,"ppp ph17"
"BGD",1988,504.15,"ppp ph17"
"BRB",1988,12434.81,"ppp ph17"
"BLR",1988,NA,"ppp ph17"
"BEL",1988,16002.58,"ppp ph17"
"BLZ",1988,2663.27,"ppp ph17"
"BEN",1988,751.28,"ppp ph17"
"BTN",1988,1042.34,"ppp ph17"
"BOL",1988,2018.44,"ppp ph17"
"BIH",1988,NA,"ppp ph17"
"CIV",1989,1363.88,"ppp ph17"
"HRV",1989,NA,"ppp ph17"
"CYP",1989,11415.36,"ppp ph17"
"CZE",1989,NA,"ppp ph17"
"DNK",1989,17628.8,"ppp ph17"
"DJI",1989,NA,"ppp ph17"
"DMA",1989,NA,"ppp ph17"
"DOM",1989,3043.87,"ppp ph17"
"ECU",1989,4066.05,"ppp ph17"
"EGY",1989,2432.6,"ppp ph17"
"SLV",1989,2506.36,"ppp ph17"
"GNQ",1989,448.21,"ppp ph17"
"ERI",1989,NA,"ppp ph17"
"EST",1989,NA,"ppp ph17"
"ETH",1989,382.96,"ppp ph17"
"FJI",1989,2195.77,"ppp ph17"
"FIN",1989,16221.61,"ppp ph17"
"KEN",1989,1017.93,"ppp ph17"
"FRA",1989,17127.77,"ppp ph17"
"GAB",1989,10407.58,"ppp ph17"
"GMB",1989,1065.64,"ppp ph17"
"GEO",1989,NA,"ppp ph17"
"DEU",1989,17007.86,"ppp ph17"
"GHA",1989,930.33,"ppp ph17"
"GRC",1989,12678.91,"ppp ph17"
"GRD",1989,5011.54,"ppp ph17"
"GTM",1989,2772.33,"ppp ph17"
"GIN",1989,NA,"ppp ph17"
"GNB",1989,904.43,"ppp ph17"
"GUY",1989,2188.24,"ppp ph17"
"HTI",1989,1004.12,"ppp ph17"
"HND",1989,2244.46,"ppp ph17"
"HKG",1989,16106.02,"ppp ph17"
"HUN",1989,9112.95,"ppp ph17"
"ISL",1989,18141.96,"ppp ph17"
"IND",1989,821.47,"ppp ph17"
"IDN",1989,1413.07,"ppp ph17"
"IRN",1989,3744.81,"ppp ph17"
"IRQ",1989,NA,"ppp ph17"
"IRL",1989,11443.31,"ppp ph17"
"ISR",1989,12358.09,"ppp ph17"
"ITA",1989,16261.97,"ppp ph17"
"JAM",1989,5164.13,"ppp ph17"
"JPN",1989,17571.73,"ppp ph17"
"JOR",1989,2472.93,"ppp ph17"
"KAZ",1989,NA,"ppp ph17"
"KIR",1989,3100.66,"ppp ph17"
"KOR",1989,6965.29,"ppp ph17"
"UVK",1989,NA,"ppp ph17"
"KWT",1989,24841.12,"ppp ph17"
"KGZ",1989,NA,"ppp ph17"
"LAO",1989,636.16,"ppp ph17"
"LVA",1989,NA,"ppp ph17"
"LBN",1989,4377.74,"ppp ph17"
"LSO",1989,636.95,"ppp ph17"
"LBR",1989,NA,"ppp ph17"
"LBY",1989,7993.12,"ppp ph17"
"LTU",1989,NA,"ppp ph17"
"MDV",1989,2121.03,"ppp ph17"
"NGA",1989,883.1,"ppp ph17"
"ROU",1989,5722.37,"ppp ph17"
"LUX",1989,29158.34,"ppp ph17"
"MKD",1989,NA,"ppp ph17"
"MDG",1989,678.2,"ppp ph17"
"MWI",1989,370.81,"ppp ph17"
"MYS",1989,4423,"ppp ph17"
"MLI",1989,463.78,"ppp ph17"
"MLT",1989,NA,"ppp ph17"
"MHL",1989,NA,"ppp ph17"
"MRT",1989,NA,"ppp ph17"
"MUS",1989,3889.75,"ppp ph17"
"MEX",1989,6865.13,"ppp ph17"
"FSM",1989,NA,"ppp ph17"
"MDA",1989,NA,"ppp ph17"
"MNG",1989,NA,"ppp ph17"
"MNE",1989,NA,"ppp ph17"
"MAR",1989,1891.58,"ppp ph17"
"MOZ",1989,248.41,"ppp ph17"
"MMR",1989,NA,"ppp ph17"
"NAM",1989,NA,"ppp ph17"
"NPL",1989,476.52,"ppp ph17"
"NLD",1989,17583.91,"ppp ph17"
"NZL",1989,13341.41,"ppp ph17"
"NIC",1989,NA,"ppp ph17"
"NER",1989,496.04,"ppp ph17"
"NOR",1989,22225.33,"ppp ph17"
"OMN",1989,8524.45,"ppp ph17"
"PAK",1989,1131.52,"ppp ph17"
"PAN",1989,3526.36,"ppp ph17"
"PNG",1989,1241.41,"ppp ph17"
"PRY",1989,3197.28,"ppp ph17"
"PER",1989,3356.74,"ppp ph17"
"PHL",1989,1790.62,"ppp ph17"
"POL",1989,6121.4,"ppp ph17"
"PRT",1989,10062.29,"ppp ph17"
"QAT",1989,43674.52,"ppp ph17"
"RUS",1989,NA,"ppp ph17"
"SEN",1989,1077.82,"ppp ph17"
"SDN",1989,347.93,"ppp ph17"
"RWA",1989,493.53,"ppp ph17"
"WSM",1989,NA,"ppp ph17"
"SMR",1989,NA,"ppp ph17"
"STP",1989,961.8,"ppp ph17"
"SAU",1989,13425,"ppp ph17"
"SRB",1989,NA,"ppp ph17"
"SYC",1989,7755.32,"ppp ph17"
"SLE",1989,1054.74,"ppp ph17"
"SGP",1989,15649.34,"ppp ph17"
"SVK",1989,NA,"ppp ph17"
"SVN",1989,NA,"ppp ph17"
"SLB",1989,1721.54,"ppp ph17"
"ZAF",1989,5388.85,"ppp ph17"
"SSD",1989,NA,"ppp ph17"
"ESP",1989,13189.18,"ppp ph17"
"LKA",1989,1363.87,"ppp ph17"
"KNA",1989,7111.57,"ppp ph17"
"LCA",1989,5468.84,"ppp ph17"
"VCT",1989,3762.65,"ppp ph17"
"SUR",1989,NA,"ppp ph17"
"SWZ",1989,2399.27,"ppp ph17"
"SWE",1989,17150.79,"ppp ph17"
"CHE",1989,23572.9,"ppp ph17"
"SYR",1989,2002.79,"ppp ph17"
"TWN",1989,8989.7,"ppp ph17"
"TJK",1989,NA,"ppp ph17"
"TZA",1989,561.45,"ppp ph17"
"THA",1989,2556.33,"ppp ph17"
"TLS",1989,NA,"ppp ph17"
"TGO",1989,741,"ppp ph17"
"TON",1989,3631.24,"ppp ph17"
"TTO",1989,NA,"ppp ph17"
"TUN",1989,2945.52,"ppp ph17"
"TUR",1989,5011.43,"ppp ph17"
"TKM",1989,NA,"ppp ph17"
"TUV",1989,NA,"ppp ph17"
"UGA",1989,443.76,"ppp ph17"
"UKR",1989,NA,"ppp ph17"
"ARE",1989,24831.53,"ppp ph17"
"GBR",1989,15267.65,"ppp ph17"
"USA",1989,22169.18,"ppp ph17"
"URY",1989,5111.91,"ppp ph17"
"UZB",1989,NA,"ppp ph17"
"VUT",1989,2472.36,"ppp ph17"
"VEN",1989,6588.65,"ppp ph17"
"VNM",1989,614.4,"ppp ph17"
"YEM",1989,NA,"ppp ph17"
"ZMB",1989,998.82,"ppp ph17"
"ZWE",1989,NA,"ppp ph17"
"AFG",1990,NA,"ppp ph17"
"ALB",1990,2630.11,"ppp ph17"
"DZA",1990,3688.94,"ppp ph17"
"AGO",1990,2149.43,"ppp ph17"
"ATG",1990,9670.87,"ppp ph17"
"ARG",1990,5646.62,"ppp ph17"
"ARM",1990,NA,"ppp ph17"
"AUS",1990,17820.48,"ppp ph17"
"AUT",1990,18780.37,"ppp ph17"
"AZE",1990,NA,"ppp ph17"
"BHS",1990,18309.34,"ppp ph17"
"BHR",1990,14232.86,"ppp ph17"
"BDI",1990,463.16,"ppp ph17"
"BGD",1990,563.56,"ppp ph17"
"BRB",1990,13426.66,"ppp ph17"
"BLR",1990,NA,"ppp ph17"
"BEL",1990,18272.67,"ppp ph17"
"BLZ",1990,3491.17,"ppp ph17"
"BWA",1988,4653.17,"ppp ph17"
"BRA",1988,5122.43,"ppp ph17"
"BRN",1988,34164.89,"ppp ph17"
"BGR",1988,7248.5,"ppp ph17"
"BFA",1988,506.79,"ppp ph17"
"KHM",1988,531.07,"ppp ph17"
"CMR",1988,1716.33,"ppp ph17"
"CAN",1988,18831.89,"ppp ph17"
"CPV",1988,1011.1,"ppp ph17"
"CAF",1988,574.69,"ppp ph17"
"TCD",1988,672.97,"ppp ph17"
"CHL",1988,4178.38,"ppp ph17"
"CHN",1988,703.7,"ppp ph17"
"COL",1988,3857.9,"ppp ph17"
"COM",1988,823.1,"ppp ph17"
"COD",1988,433.75,"ppp ph17"
"COG",1988,2205.95,"ppp ph17"
"CRI",1988,NA,"ppp ph17"
"CIV",1988,1328.5,"ppp ph17"
"HRV",1988,NA,"ppp ph17"
"CYP",1988,10326.09,"ppp ph17"
"CZE",1988,NA,"ppp ph17"
"DNK",1988,16892.25,"ppp ph17"
"DJI",1988,NA,"ppp ph17"
"DMA",1988,NA,"ppp ph17"
"DOM",1988,2871.69,"ppp ph17"
"ECU",1988,4003.46,"ppp ph17"
"EGY",1988,2326.25,"ppp ph17"
"SLV",1988,2429.98,"ppp ph17"
"GNQ",1988,450.5,"ppp ph17"
"ERI",1988,NA,"ppp ph17"
"EST",1988,NA,"ppp ph17"
"ETH",1988,383.06,"ppp ph17"
"FJI",1988,1861.03,"ppp ph17"
"FIN",1988,14938.7,"ppp ph17"
"KEN",1988,970,"ppp ph17"
"FRA",1988,15927.64,"ppp ph17"
"GAB",1988,8879.36,"ppp ph17"
"GMB",1988,1024.49,"ppp ph17"
"GEO",1988,NA,"ppp ph17"
"DEU",1988,15929.41,"ppp ph17"
"GHA",1988,878.94,"ppp ph17"
"GRC",1988,11828.87,"ppp ph17"
"GRD",1988,4499.83,"ppp ph17"
"GTM",1988,2634.31,"ppp ph17"
"GIN",1988,NA,"ppp ph17"
"GNB",1988,864.53,"ppp ph17"
"GUY",1988,2354.62,"ppp ph17"
"HTI",1988,998.58,"ppp ph17"
"HND",1988,2133.23,"ppp ph17"
"HKG",1988,15329.55,"ppp ph17"
"HUN",1988,8681.58,"ppp ph17"
"ISL",1988,17565.88,"ppp ph17"
"IND",1988,756.67,"ppp ph17"
"IDN",1988,1292.2,"ppp ph17"
"IRN",1988,3481.62,"ppp ph17"
"IRQ",1988,NA,"ppp ph17"
"IRL",1988,10378.05,"ppp ph17"
"ISR",1988,11994.86,"ppp ph17"
"ITA",1988,15167.31,"ppp ph17"
"JAM",1988,4762.12,"ppp ph17"
"JPN",1988,16131.95,"ppp ph17"
"JOR",1988,2772.68,"ppp ph17"
"KAZ",1988,NA,"ppp ph17"
"KIR",1988,3343.52,"ppp ph17"
"KOR",1988,6349.81,"ppp ph17"
"UVK",1988,NA,"ppp ph17"
"KWT",1988,19964.15,"ppp ph17"
"KGZ",1988,NA,"ppp ph17"
"LAO",1988,573.82,"ppp ph17"
"LVA",1988,NA,"ppp ph17"
"LBN",1988,7376.79,"ppp ph17"
"LSO",1988,591.26,"ppp ph17"
"LBR",1988,NA,"ppp ph17"
"LBY",1988,7511.57,"ppp ph17"
"LTU",1988,NA,"ppp ph17"
"MDV",1988,1918.69,"ppp ph17"
"NGA",1988,822.75,"ppp ph17"
"ROU",1988,5874.82,"ppp ph17"
"LUX",1988,25843.24,"ppp ph17"
"MKD",1988,NA,"ppp ph17"
"MDG",1988,646.1,"ppp ph17"
"MWI",1988,371.09,"ppp ph17"
"MYS",1988,4002.59,"ppp ph17"
"MLI",1988,411.22,"ppp ph17"
"MLT",1988,NA,"ppp ph17"
"MHL",1988,NA,"ppp ph17"
"MRT",1988,NA,"ppp ph17"
"MUS",1988,3569.42,"ppp ph17"
"MEX",1988,6476.05,"ppp ph17"
"FSM",1988,NA,"ppp ph17"
"MDA",1988,NA,"ppp ph17"
"MNG",1988,NA,"ppp ph17"
"MNE",1988,NA,"ppp ph17"
"MAR",1988,1822,"ppp ph17"
"MOZ",1988,226.34,"ppp ph17"
"MMR",1988,NA,"ppp ph17"
"NAM",1988,NA,"ppp ph17"
"NPL",1988,450.67,"ppp ph17"
"NLD",1988,16324.64,"ppp ph17"
"NZL",1988,12926.31,"ppp ph17"
"NIC",1988,NA,"ppp ph17"
"NER",1988,488.41,"ppp ph17"
"NOR",1988,21269.09,"ppp ph17"
"OMN",1988,8445.49,"ppp ph17"
"PAK",1988,1065.52,"ppp ph17"
"PAN",1988,3385.54,"ppp ph17"
"PNG",1988,1266.27,"ppp ph17"
"PRY",1988,3003.95,"ppp ph17"
"PER",1988,3816.2,"ppp ph17"
"PHL",1988,1663.39,"ppp ph17"
"POL",1988,5687.73,"ppp ph17"
"PRT",1988,9081.5,"ppp ph17"
"QAT",1988,41524.17,"ppp ph17"
"RUS",1988,NA,"ppp ph17"
"SEN",1988,1029.02,"ppp ph17"
"SDN",1988,338.98,"ppp ph17"
"RWA",1988,521.51,"ppp ph17"
"WSM",1988,NA,"ppp ph17"
"SMR",1988,NA,"ppp ph17"
"STP",1988,925.1,"ppp ph17"
"SAU",1988,12856.53,"ppp ph17"
"SRB",1988,NA,"ppp ph17"
"SYC",1988,6816.75,"ppp ph17"
"SLE",1988,991.21,"ppp ph17"
"SGP",1988,14223,"ppp ph17"
"SVK",1988,NA,"ppp ph17"
"SVN",1988,NA,"ppp ph17"
"SLB",1988,1646.73,"ppp ph17"
"ZAF",1988,5182.24,"ppp ph17"
"SSD",1988,NA,"ppp ph17"
"ESP",1988,12127.68,"ppp ph17"
"LKA",1988,1298.3,"ppp ph17"
"KNA",1988,6442.07,"ppp ph17"
"LCA",1988,4946.77,"ppp ph17"
"VCT",1988,3546.99,"ppp ph17"
"SUR",1988,NA,"ppp ph17"
"SWZ",1988,2115.9,"ppp ph17"
"SWE",1988,16214.57,"ppp ph17"
"CHE",1988,21947.92,"ppp ph17"
"SYR",1988,2123.41,"ppp ph17"
"TWN",1988,7934.56,"ppp ph17"
"TJK",1988,NA,"ppp ph17"
"TZA",1988,538.73,"ppp ph17"
"THA",1988,2208.77,"ppp ph17"
"TLS",1988,NA,"ppp ph17"
"TGO",1988,707.95,"ppp ph17"
"TON",1988,3478.33,"ppp ph17"
"TTO",1988,NA,"ppp ph17"
"TUN",1988,2816.82,"ppp ph17"
"TUR",1988,4885.82,"ppp ph17"
"TKM",1988,NA,"ppp ph17"
"TUV",1988,NA,"ppp ph17"
"UGA",1988,416.89,"ppp ph17"
"UKR",1988,NA,"ppp ph17"
"ARE",1988,21483.7,"ppp ph17"
"GBR",1988,14380.36,"ppp ph17"
"USA",1988,20820.82,"ppp ph17"
"URY",1988,4899.18,"ppp ph17"
"UZB",1988,NA,"ppp ph17"
"VUT",1988,2362.6,"ppp ph17"
"VEN",1988,7555.74,"ppp ph17"
"VNM",1988,560.22,"ppp ph17"
"YEM",1988,NA,"ppp ph17"
"ZMB",1988,1029.66,"ppp ph17"
"ZWE",1988,NA,"ppp ph17"
"AFG",1989,NA,"ppp ph17"
"ALB",1989,2811.63,"ppp ph17"
"DZA",1989,3553.69,"ppp ph17"
"AGO",1989,2200.74,"ppp ph17"
"ATG",1989,9046.12,"ppp ph17"
"ARG",1989,5626.4,"ppp ph17"
"ARM",1989,NA,"ppp ph17"
"AUS",1989,17108.1,"ppp ph17"
"AUT",1989,17462.04,"ppp ph17"
"AZE",1989,NA,"ppp ph17"
"BHS",1989,17739.49,"ppp ph17"
"BHR",1989,12885.91,"ppp ph17"
"BDI",1989,443.68,"ppp ph17"
"BGD",1989,531.75,"ppp ph17"
"BRB",1989,13368.94,"ppp ph17"
"BLR",1989,NA,"ppp ph17"
"BEL",1989,17093.18,"ppp ph17"
"BLZ",1989,3109.85,"ppp ph17"
"BEN",1989,735.7,"ppp ph17"
"BTN",1989,1135.63,"ppp ph17"
"BOL",1989,2129.6,"ppp ph17"
"BIH",1989,NA,"ppp ph17"
"BWA",1989,4876.88,"ppp ph17"
"BRA",1989,5383.71,"ppp ph17"
"BRN",1989,35516.13,"ppp ph17"
"BGR",1989,7537.85,"ppp ph17"
"BFA",1989,521.55,"ppp ph17"
"KHM",1989,552.25,"ppp ph17"
"CMR",1989,1698.12,"ppp ph17"
"CAN",1989,19713.44,"ppp ph17"
"CPV",1989,1079.13,"ppp ph17"
"CAF",1989,594.49,"ppp ph17"
"TCD",1989,694.65,"ppp ph17"
"CHL",1989,4716.36,"ppp ph17"
"CHN",1989,748.9,"ppp ph17"
"COL",1989,4056.13,"ppp ph17"
"COM",1989,800.66,"ppp ph17"
"COD",1989,430.26,"ppp ph17"
"COG",1989,2612.39,"ppp ph17"
"CRI",1989,NA,"ppp ph17"
"BEN",1990,807.16,"ppp ph17"
"BTN",1990,1293.35,"ppp ph17"
"BOL",1990,2266.99,"ppp ph17"
"BIH",1990,NA,"ppp ph17"
